datum;celkovy_cas;aktualny_cas
2022-10-05T18:14Z;40:15;00:01
2022-10-05T18:15Z;40:17;00:01
2022-10-05T18:15Z;40:19;00:01
2022-10-05T18:15Z;40:20;00:01
2022-10-05T18:15Z;40:22;00:01
2022-10-05T18:15Z;40:24;00:01
2022-10-05T18:15Z;40:26;00:01
2022-10-05T18:15Z;40:28;00:01
2022-10-05T18:15Z;40:30;00:01
2022-10-05T18:15Z;40:32;00:01
2022-10-05T18:15Z;40:33;00:01
2022-10-05T18:15Z;40:35;00:01
2022-10-05T18:15Z;40:37;00:01
2022-10-05T18:15Z;40:39;00:01
2022-10-05T18:15Z;40:41;00:01
2022-10-05T18:15Z;40:43;00:01
2022-10-05T18:15Z;40:45;00:01
2022-10-05T18:15Z;40:47;00:01
2022-10-05T18:15Z;40:48;00:01
2022-10-05T18:15Z;40:50;00:01
2022-10-05T18:15Z;40:52;00:01
2022-10-05T18:15Z;40:54;00:01
2022-10-05T18:15Z;40:56;00:01
2022-10-05T18:15Z;40:58;00:01
2022-10-05T18:15Z;41:00;00:01
2022-10-05T18:15Z;41:02;00:01
2022-10-05T18:15Z;41:04;00:01
2022-10-05T18:15Z;41:06;00:01
2022-10-05T18:15Z;41:08;00:01
2022-10-05T18:15Z;41:10;00:01
2022-10-05T18:15Z;41:12;00:01
2022-10-05T18:15Z;41:14;00:01
2022-10-05T18:15Z;41:15;00:01
2022-10-05T18:16Z;41:17;00:01
2022-10-05T18:16Z;41:19;00:01
2022-10-05T18:16Z;41:21;00:01
2022-10-05T18:16Z;41:23;00:01
2022-10-05T18:16Z;41:25;00:01
2022-10-05T18:16Z;41:26;00:01
2022-10-05T18:16Z;41:28;00:01
2022-10-05T18:16Z;41:30;00:01
2022-10-05T18:16Z;41:32;00:01
2022-10-05T18:16Z;41:34;00:01
2022-10-05T18:16Z;41:36;00:01
2022-10-05T18:16Z;41:38;00:01
2022-10-05T18:16Z;41:40;00:01
2022-10-05T18:16Z;41:41;00:01
2022-10-05T18:16Z;41:43;00:01
2022-10-05T18:16Z;41:45;00:01
2022-10-05T18:16Z;41:47;00:01
2022-10-05T18:16Z;41:49;00:01
2022-10-05T18:16Z;41:51;00:01
2022-10-05T18:16Z;41:53;00:01
2022-10-05T18:16Z;41:55;00:01
2022-10-05T18:16Z;41:57;00:01
2022-10-05T18:16Z;41:59;00:01
2022-10-05T18:16Z;42:01;00:01
2022-10-05T18:16Z;42:02;00:01
2022-10-05T18:16Z;42:04;00:01
2022-10-05T18:16Z;42:06;00:01
2022-10-05T18:16Z;42:08;00:01
2022-10-05T18:16Z;42:10;00:01
2022-10-05T18:16Z;42:12;00:01
2022-10-05T18:16Z;42:13;00:01
2022-10-05T18:16Z;42:15;00:01
2022-10-05T18:17Z;42:17;00:01
2022-10-05T18:17Z;42:19;00:01
2022-10-05T18:17Z;42:21;00:01
2022-10-05T18:17Z;42:23;00:01
2022-10-05T18:17Z;42:25;00:01
2022-10-05T18:17Z;42:27;00:01
2022-10-05T18:17Z;42:29;00:01
2022-10-05T18:17Z;42:31;00:01
2022-10-05T18:17Z;42:33;00:01
2022-10-05T18:17Z;42:34;00:01
2022-10-05T18:17Z;42:36;00:01
2022-10-05T18:17Z;42:38;00:01
2022-10-05T18:17Z;42:40;00:01
2022-10-05T18:17Z;42:42;00:01
2022-10-05T18:17Z;42:44;00:01
2022-10-05T18:17Z;42:46;00:01
2022-10-05T18:17Z;42:48;00:01
2022-10-05T18:17Z;42:49;00:01
2022-10-05T18:17Z;42:51;00:01
2022-10-05T18:17Z;42:53;00:01
2022-10-05T18:17Z;42:55;00:01
2022-10-05T18:17Z;42:57;00:01
2022-10-05T18:17Z;42:59;00:01
2022-10-05T18:17Z;43:01;00:01
2022-10-05T18:17Z;43:03;00:01
2022-10-05T18:17Z;43:05;00:01
2022-10-05T18:17Z;43:07;00:01
2022-10-05T18:17Z;43:08;00:01
2022-10-05T18:17Z;43:10;00:01
2022-10-05T18:17Z;43:12;00:01
2022-10-05T18:17Z;43:14;00:01
2022-10-05T18:17Z;43:16;00:01
2022-10-05T18:18Z;43:18;00:01
2022-10-05T18:18Z;43:20;00:01
2022-10-05T18:18Z;43:21;00:01
2022-10-05T18:18Z;43:23;00:01
2022-10-05T18:18Z;43:25;00:01
2022-10-05T18:18Z;43:27;00:01
2022-10-05T18:18Z;43:29;00:01
2022-10-05T18:18Z;43:30;00:01
2022-10-05T18:18Z;43:32;00:01
2022-10-05T18:18Z;43:34;00:01
2022-10-05T18:18Z;43:36;00:01
2022-10-05T18:18Z;43:38;00:01
2022-10-05T18:18Z;43:39;00:01
2022-10-05T18:18Z;43:41;00:01
2022-10-05T18:18Z;43:43;00:01
2022-10-05T18:18Z;43:45;00:01
2022-10-05T18:18Z;43:47;00:01
2022-10-05T18:18Z;43:49;00:01
2022-10-05T18:18Z;43:51;00:01
2022-10-05T18:18Z;43:52;00:01
2022-10-05T18:18Z;43:54;00:01
2022-10-05T18:18Z;43:56;00:01
2022-10-05T18:18Z;43:58;00:01
2022-10-05T18:18Z;44:00;00:01
2022-10-05T18:18Z;44:02;00:02
2022-10-05T18:18Z;44:04;00:02
2022-10-05T18:18Z;44:07;00:02
2022-10-05T18:18Z;44:09;00:02
2022-10-05T18:18Z;44:11;00:02
2022-10-05T18:18Z;44:14;00:02
2022-10-05T18:18Z;44:16;00:01
2022-10-05T18:19Z;44:18;00:01
2022-10-05T18:19Z;44:20;00:01
2022-10-05T18:19Z;44:22;00:01
2022-10-05T18:19Z;44:24;00:01
2022-10-05T18:19Z;44:26;00:01
2022-10-05T18:19Z;44:29;00:02
2022-10-05T18:19Z;44:31;00:01
2022-10-05T18:19Z;44:33;00:02
2022-10-05T18:19Z;44:35;00:01
2022-10-05T18:19Z;44:37;00:01
2022-10-05T18:19Z;44:39;00:01
2022-10-05T18:19Z;44:41;00:01
2022-10-05T18:19Z;44:43;00:02
2022-10-05T18:19Z;44:46;00:01
2022-10-05T18:19Z;44:48;00:02
2022-10-05T18:19Z;44:51;00:02
2022-10-05T18:19Z;44:53;00:01
2022-10-05T18:19Z;44:55;00:02
2022-10-05T18:19Z;44:58;00:02
2022-10-05T18:19Z;45:00;00:02
2022-10-05T18:19Z;45:02;00:02
2022-10-05T18:19Z;45:04;00:01
2022-10-05T18:19Z;45:06;00:01
2022-10-05T18:19Z;45:09;00:01
2022-10-05T18:19Z;45:11;00:01
2022-10-05T18:19Z;45:13;00:01
2022-10-05T18:19Z;45:15;00:01
2022-10-05T18:20Z;45:17;00:02
2022-10-05T18:20Z;45:19;00:02
2022-10-05T18:20Z;45:21;00:01
2022-10-05T18:20Z;45:23;00:01
2022-10-05T18:20Z;45:25;00:01
2022-10-05T18:20Z;45:27;00:01
2022-10-05T18:20Z;45:29;00:01
2022-10-05T18:20Z;45:31;00:01
2022-10-05T18:20Z;45:33;00:01
2022-10-05T18:20Z;45:35;00:01
2022-10-05T18:20Z;45:37;00:01
2022-10-05T18:20Z;45:39;00:01
2022-10-05T18:20Z;45:41;00:01
2022-10-05T18:20Z;45:43;00:01
2022-10-05T18:20Z;45:45;00:01
2022-10-05T18:20Z;45:47;00:01
2022-10-05T18:20Z;45:49;00:02
2022-10-05T18:20Z;45:51;00:01
2022-10-05T18:20Z;45:53;00:02
2022-10-05T18:20Z;45:55;00:01
2022-10-05T18:20Z;45:57;00:01
2022-10-05T18:20Z;45:59;00:02
2022-10-05T18:20Z;46:01;00:02
2022-10-05T18:20Z;46:04;00:02
2022-10-05T18:20Z;46:06;00:02
2022-10-05T18:20Z;46:08;00:02
2022-10-05T18:20Z;46:10;00:02
2022-10-05T18:20Z;46:12;00:02
2022-10-05T18:20Z;46:15;00:02
2022-10-05T18:21Z;46:17;00:02
2022-10-05T18:21Z;46:19;00:01
2022-10-05T18:21Z;46:21;00:01
2022-10-05T18:21Z;46:23;00:01
2022-10-05T18:21Z;46:25;00:01
2022-10-05T18:21Z;46:27;00:01
2022-10-05T18:21Z;46:29;00:01
2022-10-05T18:21Z;46:31;00:01
2022-10-05T18:21Z;46:33;00:01
2022-10-05T18:21Z;46:34;00:01
2022-10-05T18:21Z;46:36;00:01
2022-10-05T18:21Z;46:38;00:01
2022-10-05T18:21Z;46:40;00:01
2022-10-05T18:21Z;46:42;00:01
2022-10-05T18:21Z;46:44;00:01
2022-10-05T18:21Z;46:46;00:01
2022-10-05T18:21Z;46:48;00:02
2022-10-05T18:21Z;46:51;00:02
2022-10-05T18:21Z;46:53;00:02
2022-10-05T18:21Z;46:55;00:01
2022-10-05T18:21Z;46:57;00:01
2022-10-05T18:21Z;46:59;00:01
2022-10-05T18:21Z;47:01;00:01
2022-10-05T18:21Z;47:03;00:01
2022-10-05T18:21Z;47:05;00:01
2022-10-05T18:21Z;47:07;00:01
2022-10-05T18:21Z;47:09;00:01
2022-10-05T18:21Z;47:11;00:01
2022-10-05T18:21Z;47:12;00:01
2022-10-05T18:21Z;47:14;00:01
2022-10-05T18:21Z;47:16;00:01
2022-10-05T18:22Z;47:18;00:01
2022-10-05T18:22Z;47:20;00:01
2022-10-05T18:22Z;47:22;00:01
2022-10-05T18:22Z;47:23;00:01
2022-10-05T18:22Z;47:25;00:01
2022-10-05T18:22Z;47:27;00:01
2022-10-05T18:22Z;47:29;00:01
2022-10-05T18:22Z;47:31;00:02
2022-10-05T18:22Z;47:33;00:01
2022-10-05T18:22Z;47:35;00:01
2022-10-05T18:22Z;47:38;00:01
2022-10-05T18:22Z;47:40;00:01
2022-10-05T18:22Z;47:41;00:01
2022-10-05T18:22Z;47:43;00:01
2022-10-05T18:22Z;47:45;00:01
2022-10-05T18:22Z;47:47;00:01
2022-10-05T18:22Z;47:49;00:01
2022-10-05T18:22Z;47:51;00:01
2022-10-05T18:22Z;47:53;00:01
2022-10-05T18:22Z;47:55;00:01
2022-10-05T18:22Z;47:57;00:01
2022-10-05T18:22Z;47:59;00:01
2022-10-05T18:22Z;48:01;00:01
2022-10-05T18:22Z;48:02;00:01
2022-10-05T18:22Z;48:04;00:01
2022-10-05T18:22Z;48:06;00:01
2022-10-05T18:22Z;48:08;00:01
2022-10-05T18:22Z;48:10;00:01
2022-10-05T18:22Z;48:12;00:01
2022-10-05T18:22Z;48:13;00:01
2022-10-05T18:22Z;48:15;00:01
2022-10-05T18:23Z;48:17;00:01
2022-10-05T18:23Z;48:19;00:01
2022-10-05T18:23Z;48:21;00:01
2022-10-05T18:23Z;48:23;00:01
2022-10-05T18:23Z;48:25;00:01
2022-10-05T18:23Z;48:27;00:01
2022-10-05T18:23Z;48:29;00:01
2022-10-05T18:23Z;48:30;00:01
2022-10-05T18:23Z;48:32;00:01
2022-10-05T18:23Z;48:34;00:01
2022-10-05T18:23Z;48:36;00:02
2022-10-05T18:23Z;48:39;00:02
2022-10-05T18:23Z;48:41;00:01
2022-10-05T18:23Z;48:43;00:01
2022-10-05T18:23Z;48:45;00:01
2022-10-05T18:23Z;48:47;00:01
2022-10-05T18:23Z;48:49;00:01
2022-10-05T18:23Z;48:51;00:01
2022-10-05T18:23Z;48:53;00:01
2022-10-05T18:23Z;48:55;00:01
2022-10-05T18:23Z;48:56;00:01
2022-10-05T18:23Z;48:58;00:01
2022-10-05T18:23Z;49:00;00:01
2022-10-05T18:23Z;49:02;00:01
2022-10-05T18:23Z;49:04;00:01
2022-10-05T18:23Z;49:06;00:01
2022-10-05T18:23Z;49:08;00:01
2022-10-05T18:23Z;49:10;00:01
2022-10-05T18:23Z;49:11;00:01
2022-10-05T18:23Z;49:13;00:01
2022-10-05T18:23Z;49:15;00:01
2022-10-05T18:24Z;49:17;00:01
2022-10-05T18:24Z;49:19;00:01
2022-10-05T18:24Z;49:21;00:01
2022-10-05T18:24Z;49:23;00:01
2022-10-05T18:24Z;49:24;00:01
2022-10-05T18:24Z;49:26;00:01
2022-10-05T18:24Z;49:28;00:01
2022-10-05T18:24Z;49:30;00:01
2022-10-05T18:24Z;49:32;00:01
2022-10-05T18:24Z;49:34;00:01
2022-10-05T18:24Z;49:36;00:01
2022-10-05T18:24Z;49:38;00:01
2022-10-05T18:24Z;49:40;00:01
2022-10-05T18:24Z;49:42;00:01
2022-10-05T18:24Z;49:43;00:01
2022-10-05T18:24Z;49:45;00:01
2022-10-05T18:24Z;49:47;00:01
2022-10-05T18:24Z;49:49;00:01
2022-10-05T18:24Z;49:51;00:01
2022-10-05T18:24Z;49:53;00:01
2022-10-05T18:24Z;49:55;00:01
2022-10-05T18:24Z;49:57;00:01
2022-10-05T18:24Z;49:59;00:01
2022-10-05T18:24Z;50:01;00:01
2022-10-05T18:24Z;50:03;00:01
2022-10-05T18:24Z;50:05;00:01
2022-10-05T18:24Z;50:07;00:01
2022-10-05T18:24Z;50:09;00:01
2022-10-05T18:24Z;50:11;00:01
2022-10-05T18:24Z;50:13;00:01
2022-10-05T18:24Z;50:15;00:01
2022-10-05T18:25Z;50:17;00:01
2022-10-05T18:25Z;50:19;00:01
2022-10-05T18:25Z;50:21;00:01
2022-10-05T18:25Z;50:23;00:01
2022-10-05T18:25Z;50:25;00:01
2022-10-05T18:25Z;50:27;00:01
2022-10-05T18:25Z;50:29;00:01
2022-10-05T18:25Z;50:31;00:01
2022-10-05T18:25Z;50:33;00:01
2022-10-05T18:25Z;50:35;00:02
2022-10-05T18:25Z;50:37;00:01
2022-10-05T18:25Z;50:39;00:01
2022-10-05T18:25Z;50:40;00:01
2022-10-05T18:25Z;50:42;00:01
2022-10-05T18:25Z;50:44;00:01
2022-10-05T18:25Z;50:46;00:01
2022-10-05T18:25Z;50:48;00:01
2022-10-05T18:25Z;50:50;00:01
2022-10-05T18:25Z;50:52;00:01
2022-10-05T18:25Z;50:54;00:01
2022-10-05T18:25Z;50:55;00:01
2022-10-05T18:25Z;50:57;00:01
2022-10-05T18:25Z;50:59;00:01
2022-10-05T18:25Z;51:02;00:02
2022-10-05T18:25Z;51:04;00:01
2022-10-05T18:25Z;51:06;00:01
2022-10-05T18:25Z;51:08;00:01
2022-10-05T18:25Z;51:10;00:01
2022-10-05T18:25Z;51:11;00:01
2022-10-05T18:25Z;51:13;00:01
2022-10-05T18:25Z;51:15;00:01
2022-10-05T18:26Z;51:17;00:01
2022-10-05T18:26Z;51:19;00:01
2022-10-05T18:26Z;51:21;00:01
2022-10-05T18:26Z;51:23;00:01
2022-10-05T18:26Z;51:25;00:01
2022-10-05T18:26Z;51:27;00:01
2022-10-05T18:26Z;51:30;00:01
2022-10-05T18:26Z;51:32;00:01
2022-10-05T18:26Z;51:34;00:01
2022-10-05T18:26Z;51:36;00:01
2022-10-05T18:26Z;51:38;00:01
2022-10-05T18:26Z;51:40;00:01
2022-10-05T18:26Z;51:42;00:01
2022-10-05T18:26Z;51:44;00:01
2022-10-05T18:26Z;51:46;00:01
2022-10-05T18:26Z;51:48;00:01
2022-10-05T18:26Z;51:50;00:01
2022-10-05T18:26Z;51:52;00:01
2022-10-05T18:26Z;51:54;00:01
2022-10-05T18:26Z;51:56;00:01
2022-10-05T18:26Z;51:58;00:01
2022-10-05T18:26Z;52:00;00:02
2022-10-05T18:26Z;52:02;00:01
2022-10-05T18:26Z;52:04;00:02
2022-10-05T18:26Z;52:06;00:01
2022-10-05T18:26Z;52:09;00:01
2022-10-05T18:26Z;52:11;00:01
2022-10-05T18:26Z;52:12;00:01
2022-10-05T18:26Z;52:14;00:01
2022-10-05T18:26Z;52:16;00:01
2022-10-05T18:27Z;52:18;00:01
2022-10-05T18:27Z;52:20;00:01
2022-10-05T18:27Z;52:22;00:01
2022-10-05T18:27Z;52:24;00:01
2022-10-05T18:27Z;52:26;00:01
2022-10-05T18:27Z;52:28;00:01
2022-10-05T18:27Z;52:30;00:01
2022-10-05T18:27Z;52:32;00:01
2022-10-05T18:27Z;52:34;00:01
2022-10-05T18:27Z;52:36;00:01
2022-10-05T18:27Z;52:38;00:01
2022-10-05T18:27Z;52:40;00:01
2022-10-05T18:27Z;52:42;00:01
2022-10-05T18:27Z;52:44;00:01
2022-10-05T18:27Z;52:46;00:01
2022-10-05T18:27Z;52:48;00:01
2022-10-05T18:27Z;52:49;00:01
2022-10-05T18:27Z;52:51;00:01
2022-10-05T18:27Z;52:53;00:01
2022-10-05T18:27Z;52:55;00:01
2022-10-05T18:27Z;52:57;00:01
2022-10-05T18:27Z;52:59;00:01
2022-10-05T18:27Z;53:01;00:01
2022-10-05T18:27Z;53:03;00:01
2022-10-05T18:27Z;53:06;00:01
2022-10-05T18:27Z;53:08;00:02
2022-10-05T18:27Z;53:10;00:01
2022-10-05T18:27Z;53:12;00:01
2022-10-05T18:27Z;53:14;00:01
2022-10-05T18:27Z;53:16;00:01
2022-10-05T18:28Z;53:18;00:01
2022-10-05T18:28Z;53:20;00:01
2022-10-05T18:28Z;53:22;00:01
2022-10-05T18:28Z;53:24;00:01
2022-10-05T18:28Z;53:26;00:01
2022-10-05T18:28Z;53:28;00:01
2022-10-05T18:28Z;53:29;00:01
2022-10-05T18:28Z;53:31;00:01
2022-10-05T18:28Z;53:33;00:01
2022-10-05T18:28Z;53:35;00:01
2022-10-05T18:28Z;53:37;00:01
2022-10-05T18:28Z;53:39;00:01
2022-10-05T18:28Z;53:41;00:01
2022-10-05T18:28Z;53:43;00:01
2022-10-05T18:28Z;53:45;00:01
2022-10-05T18:28Z;53:47;00:01
2022-10-05T18:28Z;53:49;00:01
2022-10-05T18:28Z;53:51;00:01
2022-10-05T18:28Z;53:53;00:01
2022-10-05T18:28Z;53:55;00:01
2022-10-05T18:28Z;53:57;00:01
2022-10-05T18:28Z;53:59;00:01
2022-10-05T18:28Z;54:01;00:02
2022-10-05T18:28Z;54:03;00:01
2022-10-05T18:28Z;54:05;00:01
2022-10-05T18:28Z;54:07;00:01
2022-10-05T18:28Z;54:09;00:01
2022-10-05T18:28Z;54:11;00:01
2022-10-05T18:28Z;54:13;00:01
2022-10-05T18:28Z;54:15;00:01
2022-10-05T18:29Z;54:17;00:01
2022-10-05T18:29Z;54:20;00:01
2022-10-05T18:29Z;54:22;00:01
2022-10-05T18:29Z;54:24;00:01
2022-10-05T18:29Z;54:26;00:01
2022-10-05T18:29Z;54:28;00:02
2022-10-05T18:29Z;54:30;00:01
2022-10-05T18:29Z;54:32;00:01
2022-10-05T18:29Z;54:34;00:01
2022-10-05T18:29Z;54:36;00:01
2022-10-05T18:29Z;54:38;00:01
2022-10-05T18:29Z;54:40;00:01
2022-10-05T18:29Z;54:41;00:01
2022-10-05T18:29Z;54:43;00:01
2022-10-05T18:29Z;54:46;00:02
2022-10-05T18:29Z;54:48;00:02
2022-10-05T18:29Z;54:50;00:01
2022-10-05T18:29Z;54:52;00:01
2022-10-05T18:29Z;54:54;00:01
2022-10-05T18:29Z;54:56;00:01
2022-10-05T18:29Z;54:58;00:01
2022-10-05T18:29Z;55:00;00:01
2022-10-05T18:29Z;55:01;00:01
2022-10-05T18:29Z;55:03;00:01
2022-10-05T18:29Z;55:05;00:02
2022-10-05T18:29Z;55:07;00:01
2022-10-05T18:29Z;55:09;00:01
2022-10-05T18:29Z;55:11;00:01
2022-10-05T18:29Z;55:13;00:01
2022-10-05T18:29Z;55:15;00:01
2022-10-05T18:30Z;55:17;00:01
2022-10-05T18:30Z;55:19;00:01
2022-10-05T18:30Z;55:21;00:01
2022-10-05T18:30Z;55:23;00:01
2022-10-05T18:30Z;55:25;00:01
2022-10-05T18:30Z;55:27;00:01
2022-10-05T18:30Z;55:29;00:01
2022-10-05T18:30Z;55:31;00:01
2022-10-05T18:30Z;55:33;00:01
2022-10-05T18:30Z;55:34;00:01
2022-10-05T18:30Z;55:36;00:01
2022-10-05T18:30Z;55:38;00:01
2022-10-05T18:30Z;55:40;00:01
2022-10-05T18:30Z;55:42;00:01
2022-10-05T18:30Z;55:44;00:01
2022-10-05T18:30Z;55:46;00:01
2022-10-05T18:30Z;55:47;00:01
2022-10-05T18:30Z;55:49;00:01
2022-10-05T18:30Z;55:51;00:01
2022-10-05T18:30Z;55:53;00:01
2022-10-05T18:30Z;55:55;00:01
2022-10-05T18:30Z;55:57;00:01
2022-10-05T18:30Z;55:59;00:01
2022-10-05T18:30Z;56:00;00:01
2022-10-05T18:30Z;56:02;00:01
2022-10-05T18:30Z;56:04;00:01
2022-10-05T18:30Z;56:06;00:01
2022-10-05T18:30Z;56:08;00:01
2022-10-05T18:30Z;56:10;00:01
2022-10-05T18:30Z;56:12;00:01
2022-10-05T18:30Z;56:14;00:02
2022-10-05T18:30Z;56:16;00:02
2022-10-05T18:31Z;56:18;00:01
2022-10-05T18:31Z;56:20;00:01
2022-10-05T18:31Z;56:22;00:01
2022-10-05T18:31Z;56:24;00:01
2022-10-05T18:31Z;56:26;00:01
2022-10-05T18:31Z;56:28;00:01
2022-10-05T18:31Z;56:30;00:01
2022-10-05T18:31Z;56:32;00:01
2022-10-05T18:31Z;56:34;00:01
2022-10-05T18:31Z;56:35;00:01
2022-10-05T18:31Z;56:37;00:01
2022-10-05T18:31Z;56:39;00:01
2022-10-05T18:31Z;56:41;00:01
2022-10-05T18:31Z;56:43;00:01
2022-10-05T18:31Z;56:45;00:01
2022-10-05T18:31Z;56:46;00:01
2022-10-05T18:31Z;56:48;00:01
2022-10-05T18:31Z;56:50;00:01
2022-10-05T18:31Z;56:52;00:01
2022-10-05T18:31Z;56:54;00:01
2022-10-05T18:31Z;56:55;00:01
2022-10-05T18:31Z;56:57;00:01
2022-10-05T18:31Z;56:59;00:01
2022-10-05T18:31Z;57:01;00:01
2022-10-05T18:31Z;57:03;00:01
2022-10-05T18:31Z;57:05;00:01
2022-10-05T18:31Z;57:07;00:01
2022-10-05T18:31Z;57:08;00:01
2022-10-05T18:31Z;57:10;00:01
2022-10-05T18:31Z;57:12;00:01
2022-10-05T18:31Z;57:14;00:01
2022-10-05T18:31Z;57:16;00:01
2022-10-05T18:32Z;57:18;00:01
2022-10-05T18:32Z;57:19;00:01
2022-10-05T18:32Z;57:21;00:01
2022-10-05T18:32Z;57:23;00:01
2022-10-05T18:32Z;57:25;00:01
2022-10-05T18:32Z;57:27;00:01
2022-10-05T18:32Z;57:29;00:01
2022-10-05T18:32Z;57:31;00:01
2022-10-05T18:32Z;57:32;00:01
2022-10-05T18:32Z;57:34;00:01
2022-10-05T18:32Z;57:36;00:01
2022-10-05T18:32Z;57:38;00:01
2022-10-05T18:32Z;57:40;00:01
2022-10-05T18:32Z;57:42;00:01
2022-10-05T18:32Z;57:44;00:01
2022-10-05T18:32Z;57:46;00:01
2022-10-05T18:32Z;57:48;00:01
2022-10-05T18:32Z;57:50;00:01
2022-10-05T18:32Z;57:52;00:01
2022-10-05T18:32Z;57:54;00:01
2022-10-05T18:32Z;57:56;00:01
2022-10-05T18:32Z;57:58;00:01
2022-10-05T18:32Z;57:59;00:01
2022-10-05T18:32Z;58:01;00:01
2022-10-05T18:32Z;58:03;00:01
2022-10-05T18:32Z;58:05;00:01
2022-10-05T18:32Z;58:07;00:01
2022-10-05T18:32Z;58:09;00:01
2022-10-05T18:32Z;58:10;00:01
2022-10-05T18:32Z;58:12;00:01
2022-10-05T18:32Z;58:14;00:01
2022-10-05T18:32Z;58:16;00:01
2022-10-05T18:33Z;58:18;00:01
2022-10-05T18:33Z;58:20;00:01
2022-10-05T18:33Z;58:21;00:01
2022-10-05T18:33Z;58:23;00:01
2022-10-05T18:33Z;58:25;00:01
2022-10-05T18:33Z;58:27;00:01
2022-10-05T18:33Z;58:29;00:01
2022-10-05T18:33Z;58:30;00:01
2022-10-05T18:33Z;58:32;00:01
2022-10-05T18:33Z;58:34;00:01
2022-10-05T18:33Z;58:36;00:01
2022-10-05T18:33Z;58:38;00:01
2022-10-05T18:33Z;58:40;00:01
2022-10-05T18:33Z;58:41;00:01
2022-10-05T18:33Z;58:43;00:01
2022-10-05T18:33Z;58:45;00:01
2022-10-05T18:33Z;58:47;00:01
2022-10-05T18:33Z;58:49;00:01
2022-10-05T18:33Z;58:51;00:01
2022-10-05T18:33Z;58:52;00:01
2022-10-05T18:33Z;58:54;00:01
2022-10-05T18:33Z;58:56;00:01
2022-10-05T18:33Z;58:58;00:01
2022-10-05T18:33Z;59:00;00:01
2022-10-05T18:33Z;59:02;00:01
2022-10-05T18:33Z;59:04;00:01
2022-10-05T18:33Z;59:06;00:01
2022-10-05T18:33Z;59:08;00:01
2022-10-05T18:33Z;59:10;00:01
2022-10-05T18:33Z;59:11;00:01
2022-10-05T18:33Z;59:13;00:01
2022-10-05T18:33Z;59:15;00:01
2022-10-05T18:34Z;59:17;00:01
2022-10-05T18:34Z;59:19;00:01
2022-10-05T18:34Z;59:21;00:01
2022-10-05T18:34Z;59:23;00:01
2022-10-05T18:34Z;59:24;00:01
2022-10-05T18:34Z;59:26;00:01
2022-10-05T18:34Z;59:28;00:01
2022-10-05T18:34Z;59:30;00:01
2022-10-05T18:34Z;59:32;00:01
2022-10-05T18:34Z;59:34;00:01
2022-10-05T18:34Z;59:35;00:01
2022-10-05T18:34Z;59:37;00:01
2022-10-05T18:34Z;59:39;00:01
2022-10-05T18:34Z;59:41;00:01
2022-10-05T18:34Z;59:43;00:01
2022-10-05T18:34Z;59:45;00:01
2022-10-05T18:34Z;59:47;00:02
2022-10-05T18:34Z;59:49;00:01
2022-10-05T18:34Z;59:51;00:01
2022-10-05T18:34Z;59:53;00:01
2022-10-05T18:34Z;59:54;00:01
2022-10-05T18:34Z;59:56;00:01
2022-10-05T18:34Z;59:58;00:01
2022-10-05T18:34Z;60:00;00:01
2022-10-05T18:34Z;60:02;00:02
2022-10-05T18:34Z;60:04;00:01
2022-10-05T18:34Z;60:06;00:01
2022-10-05T18:34Z;60:08;00:01
2022-10-05T18:34Z;60:10;00:01
2022-10-05T18:34Z;60:12;00:01
2022-10-05T18:34Z;60:14;00:01
2022-10-05T18:34Z;60:16;00:01
2022-10-05T18:35Z;60:17;00:01
2022-10-05T18:35Z;60:19;00:01
2022-10-05T18:35Z;60:22;00:02
2022-10-05T18:35Z;60:24;00:02
2022-10-05T18:35Z;60:26;00:01
2022-10-05T18:35Z;60:28;00:01
2022-10-05T18:35Z;60:29;00:01
2022-10-05T18:35Z;60:31;00:01
2022-10-05T18:35Z;60:33;00:01
2022-10-05T18:35Z;60:35;00:02
2022-10-05T18:35Z;60:37;00:01
2022-10-05T18:35Z;60:39;00:01
2022-10-05T18:35Z;60:41;00:01
2022-10-05T18:35Z;60:43;00:01
2022-10-05T18:35Z;60:45;00:01
2022-10-05T18:35Z;60:47;00:01
2022-10-05T18:35Z;60:49;00:01
2022-10-05T18:35Z;60:51;00:01
2022-10-05T18:35Z;60:53;00:01
2022-10-05T18:35Z;60:55;00:01
2022-10-05T18:35Z;60:57;00:01
2022-10-05T18:35Z;60:59;00:01
2022-10-05T18:35Z;61:01;00:02
2022-10-05T18:35Z;61:03;00:01
2022-10-05T18:35Z;61:05;00:01
2022-10-05T18:35Z;61:06;00:01
2022-10-05T18:35Z;61:09;00:01
2022-10-05T18:35Z;61:11;00:01
2022-10-05T18:35Z;61:12;00:01
2022-10-05T18:35Z;61:14;00:01
2022-10-05T18:35Z;61:16;00:01
2022-10-05T18:36Z;61:18;00:01
2022-10-05T18:36Z;61:20;00:01
2022-10-05T18:36Z;61:22;00:01
2022-10-05T18:36Z;61:24;00:01
2022-10-05T18:36Z;61:26;00:01
2022-10-05T18:36Z;61:28;00:01
2022-10-05T18:36Z;61:30;00:01
2022-10-05T18:36Z;61:32;00:01
2022-10-05T18:36Z;61:33;00:01
2022-10-05T18:36Z;61:35;00:01
2022-10-05T18:36Z;61:37;00:01
2022-10-05T18:36Z;61:39;00:01
2022-10-05T18:36Z;61:41;00:01
2022-10-05T18:36Z;61:43;00:01
2022-10-05T18:36Z;61:45;00:01
