datum; celkovy cas; aktualny_cas
2022-10-05T01:49Z;21:27;00:01
2022-10-05T01:49Z;21:29;00:01
2022-10-05T01:49Z;21:31;00:01
2022-10-05T01:49Z;21:32;00:01
2022-10-05T01:49Z;21:34;00:01
2022-10-05T01:49Z;21:36;00:01
2022-10-05T01:49Z;21:37;00:01
2022-10-05T01:49Z;21:39;00:01
2022-10-05T01:49Z;21:41;00:01
2022-10-05T01:49Z;21:42;00:01
2022-10-05T01:49Z;21:44;00:01
2022-10-05T01:49Z;21:46;00:01
2022-10-05T01:49Z;21:47;00:01
2022-10-05T01:49Z;21:49;00:01
2022-10-05T01:49Z;21:51;00:01
2022-10-05T01:49Z;21:53;00:01
2022-10-05T01:49Z;21:54;00:01
2022-10-05T01:49Z;21:56;00:01
2022-10-05T01:49Z;21:58;00:01
2022-10-05T01:49Z;21:59;00:01
2022-10-05T01:49Z;22:01;00:01
2022-10-05T01:49Z;22:03;00:01
2022-10-05T01:49Z;22:04;00:01
2022-10-05T01:50Z;22:06;00:01
2022-10-05T01:50Z;22:08;00:01
2022-10-05T01:50Z;22:09;00:01
2022-10-05T01:50Z;22:11;00:01
2022-10-05T01:50Z;22:13;00:01
2022-10-05T01:50Z;22:14;00:01
2022-10-05T01:50Z;22:16;00:01
2022-10-05T01:50Z;22:18;00:01
2022-10-05T01:50Z;22:19;00:01
2022-10-05T01:50Z;22:21;00:01
2022-10-05T01:50Z;22:23;00:01
2022-10-05T01:50Z;22:25;00:01
2022-10-05T01:50Z;22:26;00:01
2022-10-05T01:50Z;22:28;00:01
2022-10-05T01:50Z;22:30;00:01
2022-10-05T01:50Z;22:31;00:01
2022-10-05T01:50Z;22:33;00:01
2022-10-05T01:50Z;22:35;00:01
2022-10-05T01:50Z;22:36;00:01
2022-10-05T01:50Z;22:38;00:01
2022-10-05T01:50Z;22:40;00:01
2022-10-05T01:50Z;22:41;00:01
2022-10-05T01:50Z;22:43;00:01
2022-10-05T01:50Z;22:45;00:01
2022-10-05T01:50Z;22:47;00:01
2022-10-05T01:50Z;22:48;00:01
2022-10-05T01:50Z;22:50;00:01
2022-10-05T01:50Z;22:52;00:01
2022-10-05T01:50Z;22:53;00:01
2022-10-05T01:50Z;22:55;00:01
2022-10-05T01:50Z;22:57;00:01
2022-10-05T01:50Z;22:58;00:01
2022-10-05T01:50Z;23:00;00:01
2022-10-05T01:50Z;23:02;00:01
2022-10-05T01:50Z;23:04;00:01
2022-10-05T01:51Z;23:05;00:01
2022-10-05T01:51Z;23:07;00:01
2022-10-05T01:51Z;23:09;00:01
2022-10-05T01:51Z;23:10;00:01
2022-10-05T01:51Z;23:12;00:01
2022-10-05T01:51Z;23:14;00:01
2022-10-05T01:51Z;23:15;00:01
2022-10-05T01:51Z;23:17;00:01
2022-10-05T01:51Z;23:19;00:01
2022-10-05T01:51Z;23:21;00:01
2022-10-05T01:51Z;23:22;00:01
2022-10-05T01:51Z;23:24;00:01
2022-10-05T01:51Z;23:26;00:01
2022-10-05T01:51Z;23:28;00:01
2022-10-05T01:51Z;23:30;00:01
2022-10-05T01:51Z;23:31;00:01
2022-10-05T01:51Z;23:33;00:01
2022-10-05T01:51Z;23:35;00:01
2022-10-05T01:51Z;23:36;00:01
2022-10-05T01:51Z;23:38;00:01
2022-10-05T01:51Z;23:40;00:01
2022-10-05T01:51Z;23:41;00:01
2022-10-05T01:51Z;23:43;00:01
2022-10-05T01:51Z;23:45;00:01
2022-10-05T01:51Z;23:47;00:01
2022-10-05T01:51Z;23:48;00:01
2022-10-05T01:51Z;23:50;00:01
2022-10-05T01:51Z;23:52;00:01
2022-10-05T01:51Z;23:53;00:01
2022-10-05T01:51Z;23:55;00:01
2022-10-05T01:51Z;23:57;00:01
2022-10-05T01:51Z;23:59;00:01
2022-10-05T01:51Z;24:00;00:01
2022-10-05T01:51Z;24:02;00:01
2022-10-05T01:51Z;24:04;00:01
2022-10-05T01:52Z;24:05;00:01
2022-10-05T01:52Z;24:07;00:01
2022-10-05T01:52Z;24:09;00:01
2022-10-05T01:52Z;24:10;00:01
2022-10-05T01:52Z;24:12;00:01
2022-10-05T01:52Z;24:14;00:01
2022-10-05T01:52Z;24:16;00:01
2022-10-05T01:52Z;24:17;00:01
2022-10-05T01:52Z;24:19;00:01
2022-10-05T01:52Z;24:21;00:01
2022-10-05T01:52Z;24:23;00:01
2022-10-05T01:52Z;24:24;00:01
2022-10-05T01:52Z;24:26;00:01
2022-10-05T01:52Z;24:28;00:01
2022-10-05T01:52Z;24:29;00:01
2022-10-05T01:52Z;24:31;00:01
2022-10-05T01:52Z;24:33;00:01
2022-10-05T01:52Z;24:34;00:01
2022-10-05T01:52Z;24:36;00:01
2022-10-05T01:52Z;24:38;00:01
2022-10-05T01:52Z;24:39;00:01
2022-10-05T01:52Z;24:41;00:01
2022-10-05T01:52Z;24:43;00:01
2022-10-05T01:52Z;24:45;00:01
2022-10-05T01:52Z;24:46;00:01
2022-10-05T01:52Z;24:48;00:01
2022-10-05T01:52Z;24:50;00:01
2022-10-05T01:52Z;24:51;00:01
2022-10-05T01:52Z;24:53;00:01
2022-10-05T01:52Z;24:54;00:01
2022-10-05T01:52Z;24:56;00:01
2022-10-05T01:52Z;24:58;00:01
2022-10-05T01:52Z;24:59;00:01
2022-10-05T01:52Z;25:01;00:01
2022-10-05T01:52Z;25:03;00:01
2022-10-05T01:52Z;25:04;00:01
2022-10-05T01:53Z;25:06;00:01
2022-10-05T01:53Z;25:08;00:01
2022-10-05T01:53Z;25:09;00:01
2022-10-05T01:53Z;25:11;00:01
2022-10-05T01:53Z;25:13;00:01
2022-10-05T01:53Z;25:14;00:01
2022-10-05T01:53Z;25:16;00:01
2022-10-05T01:53Z;25:18;00:01
2022-10-05T01:53Z;25:19;00:01
2022-10-05T01:53Z;25:21;00:01
2022-10-05T01:53Z;25:23;00:01
2022-10-05T01:53Z;25:24;00:01
2022-10-05T01:53Z;25:26;00:01
2022-10-05T01:53Z;25:28;00:01
2022-10-05T01:53Z;25:29;00:01
2022-10-05T01:53Z;25:31;00:01
2022-10-05T01:53Z;25:33;00:01
2022-10-05T01:53Z;25:35;00:01
2022-10-05T01:53Z;25:36;00:01
2022-10-05T01:53Z;25:38;00:01
2022-10-05T01:53Z;25:40;00:01
2022-10-05T01:53Z;25:42;00:01
2022-10-05T01:53Z;25:43;00:01
2022-10-05T01:53Z;25:45;00:01
2022-10-05T01:53Z;25:47;00:01
2022-10-05T01:53Z;25:49;00:01
2022-10-05T01:53Z;25:50;00:01
2022-10-05T01:53Z;25:52;00:01
2022-10-05T01:53Z;25:54;00:01
2022-10-05T01:53Z;25:55;00:01
2022-10-05T01:53Z;25:57;00:01
2022-10-05T01:53Z;25:59;00:01
2022-10-05T01:53Z;26:01;00:01
2022-10-05T01:53Z;26:03;00:01
2022-10-05T01:53Z;26:04;00:01
2022-10-05T01:54Z;26:06;00:01
2022-10-05T01:54Z;26:08;00:01
2022-10-05T01:54Z;26:10;00:01
2022-10-05T01:54Z;26:11;00:01
2022-10-05T01:54Z;26:13;00:01
2022-10-05T01:54Z;26:15;00:01
2022-10-05T01:54Z;26:16;00:01
2022-10-05T01:54Z;26:18;00:01
2022-10-05T01:54Z;26:20;00:01
2022-10-05T01:54Z;26:21;00:01
2022-10-05T01:54Z;26:23;00:01
2022-10-05T01:54Z;26:25;00:01
2022-10-05T01:54Z;26:27;00:01
2022-10-05T01:54Z;26:29;00:01
2022-10-05T01:54Z;26:30;00:01
2022-10-05T01:54Z;26:32;00:01
2022-10-05T01:54Z;26:34;00:01
2022-10-05T01:54Z;26:36;00:01
2022-10-05T01:54Z;26:37;00:01
2022-10-05T01:54Z;26:39;00:01
2022-10-05T01:54Z;26:41;00:01
2022-10-05T01:54Z;26:43;00:01
2022-10-05T01:54Z;26:45;00:01
2022-10-05T01:54Z;26:46;00:01
2022-10-05T01:54Z;26:48;00:01
2022-10-05T01:54Z;26:50;00:01
2022-10-05T01:54Z;26:52;00:01
2022-10-05T01:54Z;26:54;00:01
2022-10-05T01:54Z;26:55;00:01
2022-10-05T01:54Z;26:57;00:01
2022-10-05T01:54Z;26:59;00:01
2022-10-05T01:54Z;27:00;00:01
2022-10-05T01:54Z;27:02;00:01
2022-10-05T01:54Z;27:04;00:01
2022-10-05T01:55Z;27:06;00:01
2022-10-05T01:55Z;27:07;00:01
2022-10-05T01:55Z;27:09;00:01
2022-10-05T01:55Z;27:11;00:01
2022-10-05T01:55Z;27:13;00:01
2022-10-05T01:55Z;27:15;00:01
2022-10-05T01:55Z;27:16;00:01
2022-10-05T01:55Z;27:18;00:01
2022-10-05T01:55Z;27:20;00:01
2022-10-05T01:55Z;27:22;00:01
2022-10-05T01:55Z;27:24;00:01
2022-10-05T01:55Z;27:25;00:01
2022-10-05T01:55Z;27:27;00:01
2022-10-05T01:55Z;27:29;00:01
2022-10-05T01:55Z;27:31;00:01
2022-10-05T01:55Z;27:33;00:01
2022-10-05T01:55Z;27:34;00:01
2022-10-05T01:55Z;27:36;00:01
2022-10-05T01:55Z;27:38;00:01
2022-10-05T01:55Z;27:40;00:01
2022-10-05T01:55Z;27:41;00:01
2022-10-05T01:55Z;27:43;00:01
2022-10-05T01:55Z;27:45;00:01
2022-10-05T01:55Z;27:46;00:01
2022-10-05T01:55Z;27:48;00:01
2022-10-05T01:55Z;27:50;00:01
2022-10-05T01:55Z;27:51;00:01
2022-10-05T01:55Z;27:53;00:01
2022-10-05T01:55Z;27:55;00:01
2022-10-05T01:55Z;27:56;00:01
2022-10-05T01:55Z;27:58;00:01
2022-10-05T01:55Z;28:00;00:01
2022-10-05T01:55Z;28:01;00:01
2022-10-05T01:55Z;28:03;00:01
2022-10-05T01:56Z;28:05;00:01
2022-10-05T01:56Z;28:06;00:01
2022-10-05T01:56Z;28:08;00:01
2022-10-05T01:56Z;28:10;00:01
2022-10-05T01:56Z;28:11;00:01
2022-10-05T01:56Z;28:13;00:01
2022-10-05T01:56Z;28:15;00:01
2022-10-05T01:56Z;28:16;00:01
2022-10-05T01:56Z;28:18;00:01
2022-10-05T01:56Z;28:20;00:01
2022-10-05T01:56Z;28:21;00:01
2022-10-05T01:56Z;28:23;00:01
2022-10-05T01:56Z;28:25;00:01
2022-10-05T01:56Z;28:26;00:01
2022-10-05T01:56Z;28:28;00:01
2022-10-05T01:56Z;28:30;00:01
2022-10-05T01:56Z;28:31;00:01
2022-10-05T01:56Z;28:33;00:01
2022-10-05T01:56Z;28:35;00:01
2022-10-05T01:56Z;28:37;00:01
2022-10-05T01:56Z;28:38;00:01
2022-10-05T01:56Z;28:40;00:01
2022-10-05T01:56Z;28:42;00:01
2022-10-05T01:56Z;28:43;00:01
2022-10-05T01:56Z;28:45;00:01
2022-10-05T01:56Z;28:47;00:01
2022-10-05T01:56Z;28:48;00:01
2022-10-05T01:56Z;28:50;00:01
2022-10-05T01:56Z;28:52;00:01
2022-10-05T01:56Z;28:53;00:01
2022-10-05T01:56Z;28:55;00:01
2022-10-05T01:56Z;28:57;00:01
2022-10-05T01:56Z;28:59;00:01
2022-10-05T01:56Z;29:00;00:01
2022-10-05T01:56Z;29:02;00:01
2022-10-05T01:56Z;29:03;00:01
2022-10-05T01:57Z;29:05;00:01
2022-10-05T01:57Z;29:07;00:01
2022-10-05T01:57Z;29:09;00:01
2022-10-05T01:57Z;29:10;00:01
2022-10-05T01:57Z;29:12;00:01
2022-10-05T01:57Z;29:14;00:01
2022-10-05T01:57Z;29:15;00:01
2022-10-05T01:57Z;29:17;00:01
2022-10-05T01:57Z;29:19;00:01
2022-10-05T01:57Z;29:21;00:01
2022-10-05T01:57Z;29:22;00:01
2022-10-05T01:57Z;29:24;00:01
2022-10-05T01:57Z;29:26;00:01
2022-10-05T01:57Z;29:27;00:01
2022-10-05T01:57Z;29:29;00:01
2022-10-05T01:57Z;29:31;00:01
2022-10-05T01:57Z;29:32;00:01
2022-10-05T01:57Z;29:34;00:01
2022-10-05T01:57Z;29:36;00:01
2022-10-05T01:57Z;29:38;00:01
2022-10-05T01:57Z;29:39;00:01
2022-10-05T01:57Z;29:41;00:01
2022-10-05T01:57Z;29:43;00:01
2022-10-05T01:57Z;29:44;00:01
2022-10-05T01:57Z;29:46;00:01
2022-10-05T01:57Z;29:48;00:01
2022-10-05T01:57Z;29:49;00:01
2022-10-05T01:57Z;29:51;00:01
2022-10-05T01:57Z;29:53;00:01
2022-10-05T01:57Z;29:54;00:01
2022-10-05T01:57Z;29:56;00:01
2022-10-05T01:57Z;29:58;00:01
2022-10-05T01:57Z;29:59;00:01
2022-10-05T01:57Z;30:01;00:01
2022-10-05T01:57Z;30:03;00:01
2022-10-05T01:58Z;30:05;00:01
2022-10-05T01:58Z;30:06;00:01
2022-10-05T01:58Z;30:08;00:01
2022-10-05T01:58Z;30:10;00:01
2022-10-05T01:58Z;30:11;00:01
2022-10-05T01:58Z;30:13;00:01
2022-10-05T01:58Z;30:15;00:01
2022-10-05T01:58Z;30:16;00:01
2022-10-05T01:58Z;30:18;00:01
2022-10-05T01:58Z;30:20;00:01
2022-10-05T01:58Z;30:21;00:01
2022-10-05T01:58Z;30:23;00:01
2022-10-05T01:58Z;30:25;00:01
2022-10-05T01:58Z;30:27;00:01
2022-10-05T01:58Z;30:28;00:01
2022-10-05T01:58Z;30:30;00:01
2022-10-05T01:58Z;30:32;00:01
2022-10-05T01:58Z;30:34;00:01
2022-10-05T01:58Z;30:35;00:01
2022-10-05T01:58Z;30:37;00:01
2022-10-05T01:58Z;30:39;00:01
2022-10-05T01:58Z;30:41;00:01
2022-10-05T01:58Z;30:42;00:01
2022-10-05T01:58Z;30:44;00:01
2022-10-05T01:58Z;30:46;00:01
2022-10-05T01:58Z;30:48;00:01
2022-10-05T01:58Z;30:50;00:01
2022-10-05T01:58Z;30:51;00:01
2022-10-05T01:58Z;30:53;00:01
2022-10-05T01:58Z;30:55;00:01
2022-10-05T01:58Z;30:57;00:01
2022-10-05T01:58Z;30:58;00:01
2022-10-05T01:58Z;31:00;00:01
2022-10-05T01:58Z;31:02;00:01
2022-10-05T01:58Z;31:03;00:01
2022-10-05T01:59Z;31:05;00:01
2022-10-05T01:59Z;31:07;00:01
2022-10-05T01:59Z;31:09;00:01
2022-10-05T01:59Z;31:10;00:01
2022-10-05T01:59Z;31:12;00:01
2022-10-05T01:59Z;31:14;00:01
2022-10-05T01:59Z;31:15;00:01
2022-10-05T01:59Z;31:17;00:01
2022-10-05T01:59Z;31:19;00:01
2022-10-05T01:59Z;31:20;00:01
2022-10-05T01:59Z;31:22;00:01
2022-10-05T01:59Z;31:24;00:01
2022-10-05T01:59Z;31:26;00:01
2022-10-05T01:59Z;31:27;00:01
2022-10-05T01:59Z;31:29;00:01
2022-10-05T01:59Z;31:31;00:01
2022-10-05T01:59Z;31:33;00:01
2022-10-05T01:59Z;31:34;00:01
2022-10-05T01:59Z;31:36;00:01
2022-10-05T01:59Z;31:38;00:01
2022-10-05T01:59Z;31:40;00:02
2022-10-05T01:59Z;31:42;00:02
2022-10-05T01:59Z;31:45;00:01
2022-10-05T01:59Z;31:46;00:01
2022-10-05T01:59Z;31:48;00:01
2022-10-05T01:59Z;31:50;00:01
2022-10-05T01:59Z;31:52;00:02
2022-10-05T01:59Z;31:54;00:01
2022-10-05T01:59Z;31:56;00:01
2022-10-05T01:59Z;31:58;00:01
2022-10-05T01:59Z;32:00;00:01
2022-10-05T01:59Z;32:02;00:01
2022-10-05T01:59Z;32:04;00:01
2022-10-05T02:00Z;32:06;00:01
2022-10-05T02:00Z;32:08;00:01
2022-10-05T02:00Z;32:09;00:01
2022-10-05T02:00Z;32:11;00:01
2022-10-05T02:00Z;32:13;00:01
2022-10-05T02:00Z;32:15;00:01
2022-10-05T02:00Z;32:17;00:01
2022-10-05T02:00Z;32:18;00:01
2022-10-05T02:00Z;32:20;00:01
2022-10-05T02:00Z;32:22;00:01
2022-10-05T02:00Z;32:24;00:01
2022-10-05T02:00Z;32:25;00:01
2022-10-05T02:00Z;32:27;00:01
2022-10-05T02:00Z;32:29;00:01
2022-10-05T02:00Z;32:31;00:01
2022-10-05T02:00Z;32:32;00:01
2022-10-05T02:00Z;32:34;00:01
2022-10-05T02:00Z;32:36;00:01
2022-10-05T02:00Z;32:38;00:01
2022-10-05T02:00Z;32:39;00:01
2022-10-05T02:00Z;32:41;00:01
2022-10-05T02:00Z;32:43;00:01
2022-10-05T02:00Z;32:44;00:01
2022-10-05T02:00Z;32:46;00:01
2022-10-05T02:00Z;32:48;00:01
2022-10-05T02:00Z;32:49;00:01
2022-10-05T02:00Z;32:51;00:01
2022-10-05T02:00Z;32:53;00:01
2022-10-05T02:00Z;32:55;00:01
2022-10-05T02:00Z;32:56;00:01
2022-10-05T02:00Z;32:58;00:01
2022-10-05T02:00Z;33:00;00:01
2022-10-05T02:00Z;33:01;00:01
2022-10-05T02:00Z;33:03;00:01
2022-10-05T02:01Z;33:05;00:01
2022-10-05T02:01Z;33:06;00:01
2022-10-05T02:01Z;33:08;00:01
2022-10-05T02:01Z;33:10;00:01
2022-10-05T02:01Z;33:12;00:01
2022-10-05T02:01Z;33:13;00:01
2022-10-05T02:01Z;33:15;00:01
2022-10-05T02:01Z;33:17;00:01
2022-10-05T02:01Z;33:18;00:01
2022-10-05T02:01Z;33:20;00:01
2022-10-05T02:01Z;33:22;00:01
2022-10-05T02:01Z;33:23;00:01
2022-10-05T02:01Z;33:25;00:01
2022-10-05T02:01Z;33:27;00:01
2022-10-05T02:01Z;33:29;00:01
2022-10-05T02:01Z;33:30;00:01
2022-10-05T02:01Z;33:32;00:01
2022-10-05T02:01Z;33:34;00:01
2022-10-05T02:01Z;33:35;00:01
2022-10-05T02:01Z;33:37;00:01
2022-10-05T02:01Z;33:39;00:01
2022-10-05T02:01Z;33:41;00:01
2022-10-05T02:01Z;33:42;00:01
2022-10-05T02:01Z;33:44;00:01
2022-10-05T02:01Z;33:46;00:01
2022-10-05T02:01Z;33:47;00:01
2022-10-05T02:01Z;33:49;00:01
2022-10-05T02:01Z;33:51;00:01
2022-10-05T02:01Z;33:52;00:01
2022-10-05T02:01Z;33:54;00:01
2022-10-05T02:01Z;33:56;00:01
2022-10-05T02:01Z;33:57;00:01
2022-10-05T02:01Z;33:59;00:01
2022-10-05T02:01Z;34:01;00:01
2022-10-05T02:01Z;34:02;00:01
2022-10-05T02:01Z;34:04;00:01
2022-10-05T02:02Z;34:06;00:01
2022-10-05T02:02Z;34:08;00:01
2022-10-05T02:02Z;34:09;00:01
2022-10-05T02:02Z;34:11;00:01
2022-10-05T02:02Z;34:13;00:01
2022-10-05T02:02Z;34:14;00:01
2022-10-05T02:02Z;34:16;00:01
2022-10-05T02:02Z;34:18;00:01
2022-10-05T02:02Z;34:20;00:01
2022-10-05T02:02Z;34:21;00:01
2022-10-05T02:02Z;34:23;00:01
2022-10-05T02:02Z;34:25;00:01
2022-10-05T02:02Z;34:27;00:01
2022-10-05T02:02Z;34:28;00:01
2022-10-05T02:02Z;34:30;00:01
2022-10-05T02:02Z;34:32;00:01
2022-10-05T02:02Z;34:34;00:01
2022-10-05T02:02Z;34:36;00:02
2022-10-05T02:02Z;34:38;00:01
2022-10-05T02:02Z;34:39;00:01
2022-10-05T02:02Z;34:41;00:01
2022-10-05T02:02Z;34:43;00:01
2022-10-05T02:02Z;34:45;00:01
2022-10-05T02:02Z;34:46;00:01
2022-10-05T02:02Z;34:48;00:01
2022-10-05T02:02Z;34:50;00:01
2022-10-05T02:02Z;34:51;00:01
2022-10-05T02:02Z;34:53;00:01
2022-10-05T02:02Z;34:55;00:01
2022-10-05T02:02Z;34:57;00:01
2022-10-05T02:02Z;34:58;00:01
2022-10-05T02:02Z;35:00;00:01
2022-10-05T02:02Z;35:02;00:01
2022-10-05T02:02Z;35:04;00:01
2022-10-05T02:03Z;35:05;00:01
2022-10-05T02:03Z;35:07;00:01
2022-10-05T02:03Z;35:09;00:01
2022-10-05T02:03Z;35:11;00:01
2022-10-05T02:03Z;35:12;00:01
2022-10-05T02:03Z;35:14;00:01
2022-10-05T02:03Z;35:16;00:01
2022-10-05T02:03Z;35:18;00:01
2022-10-05T02:03Z;35:19;00:01
2022-10-05T02:03Z;35:21;00:01
2022-10-05T02:03Z;35:23;00:01
2022-10-05T02:03Z;35:25;00:01
2022-10-05T02:03Z;35:27;00:01
2022-10-05T02:03Z;35:28;00:01
2022-10-05T02:03Z;35:30;00:01
2022-10-05T02:03Z;35:32;00:01
2022-10-05T02:03Z;35:34;00:01
2022-10-05T02:03Z;35:35;00:01
2022-10-05T02:03Z;35:37;00:01
2022-10-05T02:03Z;35:39;00:01
2022-10-05T02:03Z;35:41;00:01
2022-10-05T02:03Z;35:43;00:01
2022-10-05T02:03Z;35:44;00:01
2022-10-05T02:03Z;35:46;00:01
2022-10-05T02:03Z;35:48;00:01
2022-10-05T02:03Z;35:50;00:01
2022-10-05T02:03Z;35:52;00:01
2022-10-05T02:03Z;35:53;00:01
2022-10-05T02:03Z;35:55;00:01
2022-10-05T02:03Z;35:57;00:01
2022-10-05T02:03Z;35:59;00:01
2022-10-05T02:03Z;36:01;00:01
2022-10-05T02:03Z;36:02;00:01
2022-10-05T02:03Z;36:04;00:01
2022-10-05T02:04Z;36:06;00:01
2022-10-05T02:04Z;36:08;00:01
2022-10-05T02:04Z;36:09;00:01
2022-10-05T02:04Z;36:11;00:01
2022-10-05T02:04Z;36:13;00:01
2022-10-05T02:04Z;36:14;00:01
2022-10-05T02:04Z;36:16;00:01
2022-10-05T02:04Z;36:18;00:01
2022-10-05T02:04Z;36:19;00:01
2022-10-05T02:04Z;36:21;00:01
2022-10-05T02:04Z;36:23;00:01
2022-10-05T02:04Z;36:25;00:01
2022-10-05T02:04Z;36:26;00:01
2022-10-05T02:04Z;36:28;00:01
2022-10-05T02:04Z;36:30;00:01
2022-10-05T02:04Z;36:31;00:01
2022-10-05T02:04Z;36:33;00:01
2022-10-05T02:04Z;36:35;00:01
2022-10-05T02:04Z;36:36;00:01
2022-10-05T02:04Z;36:38;00:01
2022-10-05T02:04Z;36:40;00:01
2022-10-05T02:04Z;36:42;00:01
2022-10-05T02:04Z;36:43;00:01
2022-10-05T02:04Z;36:45;00:01
2022-10-05T02:04Z;36:47;00:01
2022-10-05T02:04Z;36:48;00:01
2022-10-05T02:04Z;36:50;00:01
2022-10-05T02:04Z;36:52;00:01
2022-10-05T02:04Z;36:54;00:01
2022-10-05T02:04Z;36:55;00:01
2022-10-05T02:04Z;36:57;00:01
2022-10-05T02:04Z;36:59;00:01
2022-10-05T02:04Z;37:01;00:01
2022-10-05T02:04Z;37:02;00:01
2022-10-05T02:04Z;37:04;00:01
2022-10-05T02:05Z;37:06;00:01
2022-10-05T02:05Z;37:08;00:01
2022-10-05T02:05Z;37:09;00:01
2022-10-05T02:05Z;37:11;00:01
2022-10-05T02:05Z;37:13;00:01
2022-10-05T02:05Z;37:15;00:01
2022-10-05T02:05Z;37:16;00:01
2022-10-05T02:05Z;37:18;00:01
2022-10-05T02:05Z;37:20;00:01
2022-10-05T02:05Z;37:22;00:01
2022-10-05T02:05Z;37:23;00:01
2022-10-05T02:05Z;37:25;00:01
2022-10-05T02:05Z;37:27;00:01
2022-10-05T02:05Z;37:28;00:01
2022-10-05T02:05Z;37:30;00:01
2022-10-05T02:05Z;37:32;00:01
2022-10-05T02:05Z;37:34;00:01
2022-10-05T02:05Z;37:35;00:01
2022-10-05T02:05Z;37:37;00:01
2022-10-05T02:05Z;37:39;00:01
2022-10-05T02:05Z;37:40;00:01
2022-10-05T02:05Z;37:42;00:01
2022-10-05T02:05Z;37:44;00:01
2022-10-05T02:05Z;37:46;00:01
2022-10-05T02:05Z;37:48;00:01
2022-10-05T02:05Z;37:50;00:01
2022-10-05T02:05Z;37:52;00:02
2022-10-05T02:05Z;37:54;00:02
2022-10-05T02:05Z;37:57;00:02
2022-10-05T02:05Z;37:59;00:02
2022-10-05T02:05Z;38:01;00:02
2022-10-05T02:05Z;38:04;00:02
2022-10-05T02:06Z;38:06;00:02
2022-10-05T02:06Z;38:09;00:02
2022-10-05T02:06Z;38:11;00:02
2022-10-05T02:06Z;38:13;00:02
2022-10-05T02:06Z;38:15;00:02
2022-10-05T02:06Z;38:18;00:02
2022-10-05T02:06Z;38:20;00:02
2022-10-05T02:06Z;38:22;00:02
2022-10-05T02:06Z;38:24;00:01
2022-10-05T02:06Z;38:26;00:02
2022-10-05T02:06Z;38:28;00:01
2022-10-05T02:06Z;38:30;00:02
2022-10-05T02:06Z;38:32;00:01
2022-10-05T02:06Z;38:34;00:01
2022-10-05T02:06Z;38:36;00:01
2022-10-05T02:06Z;38:38;00:01
2022-10-05T02:06Z;38:40;00:01
2022-10-05T02:06Z;38:42;00:01
2022-10-05T02:06Z;38:44;00:01
2022-10-05T02:06Z;38:46;00:01
2022-10-05T02:06Z;38:48;00:01
2022-10-05T02:06Z;38:50;00:01
2022-10-05T02:06Z;38:52;00:01
2022-10-05T02:06Z;38:53;00:01
2022-10-05T02:06Z;38:55;00:01
2022-10-05T02:06Z;38:57;00:01
2022-10-05T02:06Z;38:59;00:01
2022-10-05T02:06Z;39:01;00:01
2022-10-05T02:06Z;39:03;00:01
2022-10-05T02:07Z;39:05;00:01
2022-10-05T02:07Z;39:07;00:01
2022-10-05T02:07Z;39:08;00:01
2022-10-05T02:07Z;39:10;00:01
2022-10-05T02:07Z;39:12;00:01
2022-10-05T02:07Z;39:14;00:01
2022-10-05T02:07Z;39:16;00:01
2022-10-05T02:07Z;39:17;00:01
2022-10-05T02:07Z;39:19;00:01
2022-10-05T02:07Z;39:21;00:01
2022-10-05T02:07Z;39:23;00:01
2022-10-05T02:07Z;39:25;00:01
2022-10-05T02:07Z;39:27;00:01
2022-10-05T02:07Z;39:28;00:01
2022-10-05T02:07Z;39:30;00:01
2022-10-05T02:07Z;39:32;00:01
2022-10-05T02:07Z;39:34;00:01
2022-10-05T02:07Z;39:35;00:01
2022-10-05T02:07Z;39:37;00:01
2022-10-05T02:07Z;39:39;00:01
2022-10-05T02:07Z;39:41;00:01
2022-10-05T02:07Z;39:42;00:01
2022-10-05T02:07Z;39:44;00:01
2022-10-05T02:07Z;39:46;00:01
2022-10-05T02:07Z;39:47;00:01
2022-10-05T02:07Z;39:49;00:01
2022-10-05T02:07Z;39:51;00:01
2022-10-05T02:07Z;39:53;00:01
2022-10-05T02:07Z;39:54;00:01
2022-10-05T02:07Z;39:56;00:01
2022-10-05T02:07Z;39:58;00:01
2022-10-05T02:07Z;40:00;00:01
2022-10-05T02:07Z;40:02;00:01
2022-10-05T02:07Z;40:03;00:01
2022-10-05T02:08Z;40:05;00:01
2022-10-05T02:08Z;40:07;00:01
2022-10-05T02:08Z;40:08;00:01
2022-10-05T02:08Z;40:10;00:01
2022-10-05T02:08Z;40:12;00:01
2022-10-05T02:08Z;40:14;00:01
2022-10-05T02:08Z;40:16;00:01
2022-10-05T02:08Z;40:17;00:01
2022-10-05T02:08Z;40:19;00:01
2022-10-05T02:08Z;40:21;00:01
2022-10-05T02:08Z;40:23;00:01
2022-10-05T02:08Z;40:25;00:01
2022-10-05T02:08Z;40:26;00:01
2022-10-05T02:08Z;40:28;00:01
2022-10-05T02:08Z;40:30;00:01
2022-10-05T02:08Z;40:32;00:01
2022-10-05T02:08Z;40:33;00:01
2022-10-05T02:08Z;40:35;00:01
2022-10-05T02:08Z;40:37;00:01
2022-10-05T02:08Z;40:39;00:01
2022-10-05T02:08Z;40:40;00:01
2022-10-05T02:08Z;40:42;00:01
2022-10-05T02:08Z;40:44;00:01
2022-10-05T02:08Z;40:46;00:01
2022-10-05T02:08Z;40:48;00:01
2022-10-05T02:08Z;40:49;00:01
