datum; celkovy cas; aktualny_cas
2022-10-05T02:08Z;40:51;00:01
2022-10-05T02:08Z;40:53;00:01
2022-10-05T02:08Z;40:54;00:01
2022-10-05T02:08Z;40:56;00:01
2022-10-05T02:08Z;40:58;00:01
2022-10-05T02:08Z;41:00;00:01
2022-10-05T02:08Z;41:01;00:01
2022-10-05T02:08Z;41:03;00:01
2022-10-05T02:09Z;41:05;00:01
2022-10-05T02:09Z;41:07;00:01
2022-10-05T02:09Z;41:09;00:01
2022-10-05T02:09Z;41:10;00:01
2022-10-05T02:09Z;41:12;00:01
2022-10-05T02:09Z;41:14;00:01
2022-10-05T02:09Z;41:16;00:01
2022-10-05T02:09Z;41:17;00:01
2022-10-05T02:09Z;41:19;00:01
2022-10-05T02:09Z;41:21;00:01
2022-10-05T02:09Z;41:23;00:01
2022-10-05T02:09Z;41:25;00:01
2022-10-05T02:09Z;41:27;00:01
2022-10-05T02:09Z;41:28;00:01
2022-10-05T02:09Z;41:30;00:01
2022-10-05T02:09Z;41:32;00:01
2022-10-05T02:09Z;41:34;00:01
2022-10-05T02:09Z;41:36;00:01
2022-10-05T02:09Z;41:38;00:02
2022-10-05T02:09Z;41:42;00:03
2022-10-05T02:09Z;41:44;00:02
2022-10-05T02:09Z;41:46;00:02
2022-10-05T02:09Z;41:48;00:02
2022-10-05T02:09Z;41:51;00:02
2022-10-05T02:09Z;41:53;00:02
2022-10-05T02:09Z;41:55;00:01
2022-10-05T02:09Z;41:57;00:01
2022-10-05T02:09Z;41:59;00:01
2022-10-05T02:09Z;42:01;00:01
2022-10-05T02:09Z;42:03;00:02
2022-10-05T02:10Z;42:05;00:01
2022-10-05T02:10Z;42:07;00:02
2022-10-05T02:10Z;42:09;00:01
2022-10-05T02:10Z;42:11;00:01
2022-10-05T02:10Z;42:13;00:01
2022-10-05T02:10Z;42:15;00:01
2022-10-05T02:10Z;42:17;00:01
2022-10-05T02:10Z;42:20;00:02
2022-10-05T02:10Z;42:22;00:01
2022-10-05T02:10Z;42:24;00:02
2022-10-05T02:10Z;42:26;00:02
2022-10-05T02:10Z;42:28;00:01
2022-10-05T02:10Z;42:30;00:01
2022-10-05T02:10Z;42:33;00:01
2022-10-05T02:10Z;42:35;00:01
2022-10-05T02:10Z;42:37;00:01
2022-10-05T02:10Z;42:39;00:01
2022-10-05T02:10Z;42:41;00:01
2022-10-05T02:10Z;42:43;00:01
2022-10-05T02:10Z;42:45;00:01
2022-10-05T02:10Z;42:47;00:01
2022-10-05T02:10Z;42:49;00:01
2022-10-05T02:10Z;42:51;00:01
2022-10-05T02:10Z;42:53;00:01
2022-10-05T02:10Z;42:55;00:01
2022-10-05T02:10Z;42:57;00:01
2022-10-05T02:10Z;42:59;00:01
2022-10-05T02:10Z;43:01;00:01
2022-10-05T02:10Z;43:04;00:01
2022-10-05T02:11Z;43:06;00:02
2022-10-05T02:11Z;43:08;00:02
2022-10-05T02:11Z;43:11;00:02
2022-10-05T02:11Z;43:13;00:01
2022-10-05T02:11Z;43:15;00:02
2022-10-05T02:11Z;43:17;00:02
2022-10-05T02:11Z;43:20;00:02
2022-10-05T02:11Z;43:22;00:02
2022-10-05T02:11Z;43:25;00:02
2022-10-05T02:11Z;43:27;00:01
2022-10-05T02:11Z;43:29;00:01
2022-10-05T02:11Z;43:31;00:01
2022-10-05T02:11Z;43:33;00:02
2022-10-05T02:11Z;43:36;00:02
2022-10-05T02:11Z;43:38;00:01
2022-10-05T02:11Z;43:40;00:01
2022-10-05T02:11Z;43:42;00:01
2022-10-05T02:11Z;43:44;00:02
2022-10-05T02:11Z;43:47;00:02
2022-10-05T02:11Z;43:50;00:02
2022-10-05T02:11Z;43:52;00:02
2022-10-05T02:11Z;43:54;00:01
2022-10-05T02:11Z;43:57;00:01
2022-10-05T02:11Z;43:59;00:01
2022-10-05T02:11Z;44:01;00:02
2022-10-05T02:11Z;44:03;00:01
2022-10-05T02:12Z;44:05;00:01
2022-10-05T02:12Z;44:07;00:01
2022-10-05T02:12Z;44:09;00:01
2022-10-05T02:12Z;44:11;00:01
2022-10-05T02:12Z;44:13;00:01
2022-10-05T02:12Z;44:14;00:01
2022-10-05T02:12Z;44:16;00:01
2022-10-05T02:12Z;44:18;00:01
2022-10-05T02:12Z;44:20;00:01
2022-10-05T02:12Z;44:22;00:01
2022-10-05T02:12Z;44:24;00:01
2022-10-05T02:12Z;44:26;00:01
2022-10-05T02:12Z;44:28;00:01
2022-10-05T02:12Z;44:30;00:01
2022-10-05T02:12Z;44:32;00:01
2022-10-05T02:12Z;44:34;00:01
2022-10-05T02:12Z;44:37;00:01
2022-10-05T02:12Z;44:39;00:01
2022-10-05T02:12Z;44:41;00:01
2022-10-05T02:12Z;44:43;00:01
2022-10-05T02:12Z;44:45;00:01
2022-10-05T02:12Z;44:47;00:01
2022-10-05T02:12Z;44:49;00:01
2022-10-05T02:12Z;44:51;00:01
2022-10-05T02:12Z;44:53;00:02
2022-10-05T02:12Z;44:55;00:01
2022-10-05T02:12Z;44:57;00:01
2022-10-05T02:12Z;44:59;00:01
2022-10-05T02:12Z;45:01;00:02
2022-10-05T02:12Z;45:04;00:02
2022-10-05T02:13Z;45:07;00:02
2022-10-05T02:13Z;45:09;00:02
2022-10-05T02:13Z;45:12;00:02
2022-10-05T02:13Z;45:14;00:02
2022-10-05T02:13Z;45:16;00:02
2022-10-05T02:13Z;45:19;00:02
2022-10-05T02:13Z;45:21;00:02
2022-10-05T02:13Z;45:23;00:02
2022-10-05T02:13Z;45:25;00:02
2022-10-05T02:13Z;45:27;00:02
2022-10-05T02:13Z;45:30;00:02
2022-10-05T02:13Z;45:32;00:02
2022-10-05T02:13Z;45:35;00:02
2022-10-05T02:13Z;45:37;00:02
2022-10-05T02:13Z;45:39;00:02
2022-10-05T02:13Z;45:42;00:02
2022-10-05T02:13Z;45:44;00:02
2022-10-05T02:13Z;45:46;00:02
2022-10-05T02:13Z;45:49;00:02
2022-10-05T02:13Z;45:51;00:02
2022-10-05T02:13Z;45:54;00:02
2022-10-05T02:13Z;45:57;00:02
2022-10-05T02:13Z;45:59;00:02
2022-10-05T02:13Z;46:02;00:02
2022-10-05T02:13Z;46:04;00:02
2022-10-05T02:14Z;46:06;00:02
2022-10-05T02:14Z;46:09;00:02
2022-10-05T02:14Z;46:11;00:01
2022-10-05T02:14Z;46:13;00:02
2022-10-05T02:14Z;46:16;00:02
2022-10-05T02:14Z;46:18;00:02
2022-10-05T02:14Z;46:20;00:02
2022-10-05T02:14Z;46:23;00:02
2022-10-05T02:14Z;46:25;00:01
2022-10-05T02:14Z;46:27;00:01
2022-10-05T02:14Z;46:29;00:02
2022-10-05T02:14Z;46:32;00:02
2022-10-05T02:14Z;46:34;00:02
2022-10-05T02:14Z;46:36;00:02
2022-10-05T02:14Z;46:38;00:02
2022-10-05T02:14Z;46:41;00:02
2022-10-05T02:14Z;46:43;00:02
2022-10-05T02:14Z;46:45;00:02
2022-10-05T02:14Z;46:47;00:02
2022-10-05T02:14Z;46:50;00:02
2022-10-05T02:14Z;46:52;00:02
2022-10-05T02:14Z;46:54;00:02
2022-10-05T02:14Z;46:56;00:02
2022-10-05T02:14Z;46:58;00:02
2022-10-05T02:14Z;47:01;00:02
2022-10-05T02:14Z;47:03;00:02
2022-10-05T02:15Z;47:05;00:02
2022-10-05T02:15Z;47:07;00:01
2022-10-05T02:15Z;47:09;00:01
2022-10-05T02:15Z;47:11;00:01
2022-10-05T02:15Z;47:13;00:02
2022-10-05T02:15Z;47:15;00:01
2022-10-05T02:15Z;47:17;00:02
2022-10-05T02:15Z;47:19;00:01
2022-10-05T02:15Z;47:21;00:01
2022-10-05T02:15Z;47:23;00:01
2022-10-05T02:15Z;47:25;00:01
2022-10-05T02:15Z;47:27;00:01
2022-10-05T02:15Z;47:29;00:01
2022-10-05T02:15Z;47:31;00:01
2022-10-05T02:15Z;47:33;00:01
2022-10-05T02:15Z;47:35;00:01
2022-10-05T02:15Z;47:37;00:01
2022-10-05T02:15Z;47:39;00:01
2022-10-05T02:15Z;47:41;00:01
2022-10-05T02:15Z;47:43;00:01
2022-10-05T02:15Z;47:45;00:01
2022-10-05T02:15Z;47:47;00:01
2022-10-05T02:15Z;47:48;00:01
2022-10-05T02:15Z;47:50;00:01
2022-10-05T02:15Z;47:52;00:01
2022-10-05T02:15Z;47:54;00:01
2022-10-05T02:15Z;47:57;00:02
2022-10-05T02:15Z;48:00;00:02
2022-10-05T02:15Z;48:02;00:02
2022-10-05T02:15Z;48:04;00:01
2022-10-05T02:16Z;48:06;00:02
2022-10-05T02:16Z;48:08;00:01
2022-10-05T02:16Z;48:10;00:01
2022-10-05T02:16Z;48:12;00:01
2022-10-05T02:16Z;48:13;00:01
2022-10-05T02:16Z;48:15;00:01
2022-10-05T02:16Z;48:17;00:01
2022-10-05T02:16Z;48:19;00:01
2022-10-05T02:16Z;48:21;00:01
2022-10-05T02:16Z;48:23;00:01
2022-10-05T02:16Z;48:25;00:01
2022-10-05T02:16Z;48:27;00:01
2022-10-05T02:16Z;48:29;00:01
2022-10-05T02:16Z;48:31;00:01
2022-10-05T02:16Z;48:32;00:01
2022-10-05T02:16Z;48:34;00:01
2022-10-05T02:16Z;48:36;00:01
2022-10-05T02:16Z;48:38;00:01
2022-10-05T02:16Z;48:41;00:02
2022-10-05T02:16Z;48:43;00:02
2022-10-05T02:16Z;48:45;00:02
2022-10-05T02:16Z;48:47;00:01
2022-10-05T02:16Z;48:49;00:02
2022-10-05T02:16Z;48:51;00:01
2022-10-05T02:16Z;48:53;00:01
2022-10-05T02:16Z;48:55;00:01
2022-10-05T02:16Z;48:57;00:01
2022-10-05T02:16Z;48:59;00:01
2022-10-05T02:16Z;49:01;00:02
2022-10-05T02:16Z;49:03;00:01
2022-10-05T02:17Z;49:05;00:01
2022-10-05T02:17Z;49:07;00:01
2022-10-05T02:17Z;49:09;00:01
2022-10-05T02:17Z;49:11;00:01
2022-10-05T02:17Z;49:13;00:01
2022-10-05T02:17Z;49:14;00:01
2022-10-05T02:17Z;49:16;00:01
2022-10-05T02:17Z;49:18;00:01
2022-10-05T02:17Z;49:20;00:01
2022-10-05T02:17Z;49:22;00:01
2022-10-05T02:17Z;49:24;00:01
2022-10-05T02:17Z;49:26;00:02
2022-10-05T02:17Z;49:28;00:01
2022-10-05T02:17Z;49:30;00:01
2022-10-05T02:17Z;49:31;00:01
2022-10-05T02:17Z;49:33;00:01
2022-10-05T02:17Z;49:35;00:01
2022-10-05T02:17Z;49:37;00:01
2022-10-05T02:17Z;49:39;00:01
2022-10-05T02:17Z;49:41;00:01
2022-10-05T02:17Z;49:43;00:01
2022-10-05T02:17Z;49:45;00:01
2022-10-05T02:17Z;49:47;00:02
2022-10-05T02:17Z;49:49;00:01
2022-10-05T02:17Z;49:52;00:02
2022-10-05T02:17Z;49:54;00:01
2022-10-05T02:17Z;49:55;00:01
2022-10-05T02:17Z;49:58;00:01
2022-10-05T02:17Z;49:59;00:01
2022-10-05T02:17Z;50:01;00:01
2022-10-05T02:17Z;50:03;00:01
2022-10-05T02:18Z;50:05;00:01
2022-10-05T02:18Z;50:07;00:01
2022-10-05T02:18Z;50:09;00:01
2022-10-05T02:18Z;50:11;00:01
2022-10-05T02:18Z;50:13;00:01
2022-10-05T02:18Z;50:15;00:01
2022-10-05T02:18Z;50:17;00:01
2022-10-05T02:18Z;50:19;00:01
2022-10-05T02:18Z;50:21;00:01
2022-10-05T02:18Z;50:22;00:01
2022-10-05T02:18Z;50:24;00:01
2022-10-05T02:18Z;50:26;00:01
2022-10-05T02:18Z;50:28;00:01
2022-10-05T02:18Z;50:30;00:01
2022-10-05T02:18Z;50:32;00:01
2022-10-05T02:18Z;50:34;00:01
2022-10-05T02:18Z;50:36;00:01
2022-10-05T02:18Z;50:38;00:01
2022-10-05T02:18Z;50:40;00:01
2022-10-05T02:18Z;50:42;00:01
2022-10-05T02:18Z;50:44;00:01
2022-10-05T02:18Z;50:45;00:01
2022-10-05T02:18Z;50:47;00:01
2022-10-05T02:18Z;50:49;00:01
2022-10-05T02:18Z;50:51;00:01
2022-10-05T02:18Z;50:53;00:01
2022-10-05T02:18Z;50:55;00:01
2022-10-05T02:18Z;50:57;00:01
2022-10-05T02:18Z;50:59;00:02
2022-10-05T02:18Z;51:01;00:01
2022-10-05T02:18Z;51:03;00:01
2022-10-05T02:19Z;51:05;00:01
2022-10-05T02:19Z;51:07;00:01
2022-10-05T02:19Z;51:09;00:01
2022-10-05T02:19Z;51:11;00:01
2022-10-05T02:19Z;51:13;00:01
2022-10-05T02:19Z;51:15;00:01
2022-10-05T02:19Z;51:17;00:01
2022-10-05T02:19Z;51:19;00:01
2022-10-05T02:19Z;51:21;00:01
2022-10-05T02:19Z;51:23;00:01
2022-10-05T02:19Z;51:25;00:02
2022-10-05T02:19Z;51:27;00:01
2022-10-05T02:19Z;51:29;00:01
2022-10-05T02:19Z;51:31;00:01
2022-10-05T02:19Z;51:33;00:02
2022-10-05T02:19Z;51:35;00:01
2022-10-05T02:19Z;51:37;00:01
2022-10-05T02:19Z;51:39;00:01
2022-10-05T02:19Z;51:41;00:01
2022-10-05T02:19Z;51:43;00:01
2022-10-05T02:19Z;51:45;00:01
2022-10-05T02:19Z;51:47;00:01
2022-10-05T02:19Z;51:49;00:01
2022-10-05T02:19Z;51:51;00:01
2022-10-05T02:19Z;51:53;00:01
2022-10-05T02:19Z;51:55;00:01
2022-10-05T02:19Z;51:57;00:01
2022-10-05T02:19Z;51:59;00:01
2022-10-05T02:19Z;52:01;00:01
2022-10-05T02:19Z;52:02;00:01
2022-10-05T02:19Z;52:04;00:01
2022-10-05T02:20Z;52:06;00:01
2022-10-05T02:20Z;52:08;00:01
2022-10-05T02:20Z;52:10;00:01
2022-10-05T02:20Z;52:12;00:01
2022-10-05T02:20Z;52:14;00:01
2022-10-05T02:20Z;52:16;00:01
2022-10-05T02:20Z;52:18;00:01
2022-10-05T02:20Z;52:20;00:01
2022-10-05T02:20Z;52:21;00:01
2022-10-05T02:20Z;52:23;00:01
2022-10-05T02:20Z;52:25;00:01
2022-10-05T02:20Z;52:27;00:01
2022-10-05T02:20Z;52:29;00:01
2022-10-05T02:20Z;52:31;00:01
2022-10-05T02:20Z;52:33;00:01
2022-10-05T02:20Z;52:35;00:01
2022-10-05T02:20Z;52:37;00:01
2022-10-05T02:20Z;52:39;00:01
2022-10-05T02:20Z;52:41;00:01
2022-10-05T02:20Z;52:43;00:01
2022-10-05T02:20Z;52:45;00:01
2022-10-05T02:20Z;52:47;00:01
2022-10-05T02:20Z;52:49;00:01
2022-10-05T02:20Z;52:51;00:01
2022-10-05T02:20Z;52:53;00:01
2022-10-05T02:20Z;52:55;00:01
2022-10-05T02:20Z;52:57;00:01
2022-10-05T02:20Z;52:59;00:01
2022-10-05T02:20Z;53:01;00:01
2022-10-05T02:20Z;53:03;00:01
2022-10-05T02:21Z;53:05;00:02
2022-10-05T02:21Z;53:08;00:02
2022-10-05T02:21Z;53:10;00:01
2022-10-05T02:21Z;53:12;00:01
2022-10-05T02:21Z;53:14;00:01
2022-10-05T02:21Z;53:16;00:02
2022-10-05T02:21Z;53:18;00:01
2022-10-05T02:21Z;53:20;00:01
2022-10-05T02:21Z;53:22;00:01
2022-10-05T02:21Z;53:24;00:01
2022-10-05T02:21Z;53:26;00:02
2022-10-05T02:21Z;53:28;00:01
2022-10-05T02:21Z;53:30;00:01
2022-10-05T02:21Z;53:32;00:01
2022-10-05T02:21Z;53:34;00:01
2022-10-05T02:21Z;53:35;00:01
2022-10-05T02:21Z;53:37;00:01
2022-10-05T02:21Z;53:39;00:01
2022-10-05T02:21Z;53:41;00:01
2022-10-05T02:21Z;53:43;00:01
2022-10-05T02:21Z;53:45;00:01
2022-10-05T02:21Z;53:47;00:01
2022-10-05T02:21Z;53:49;00:01
2022-10-05T02:21Z;53:51;00:01
2022-10-05T02:21Z;53:53;00:01
2022-10-05T02:21Z;53:55;00:01
2022-10-05T02:21Z;53:57;00:01
2022-10-05T02:21Z;53:58;00:01
2022-10-05T02:21Z;54:00;00:01
2022-10-05T02:21Z;54:02;00:01
2022-10-05T02:21Z;54:04;00:01
2022-10-05T02:22Z;54:06;00:01
2022-10-05T02:22Z;54:08;00:02
2022-10-05T02:22Z;54:10;00:01
2022-10-05T02:22Z;54:13;00:02
2022-10-05T02:22Z;54:15;00:01
2022-10-05T02:22Z;54:17;00:02
2022-10-05T02:22Z;54:19;00:02
2022-10-05T02:22Z;54:21;00:01
2022-10-05T02:22Z;54:23;00:02
2022-10-05T02:22Z;54:25;00:02
2022-10-05T02:22Z;54:27;00:01
2022-10-05T02:22Z;54:29;00:01
2022-10-05T02:22Z;54:31;00:01
2022-10-05T02:22Z;54:33;00:01
2022-10-05T02:22Z;54:35;00:01
2022-10-05T02:22Z;54:37;00:01
2022-10-05T02:22Z;54:39;00:01
2022-10-05T02:22Z;54:41;00:01
2022-10-05T02:22Z;54:43;00:01
2022-10-05T02:22Z;54:45;00:01
2022-10-05T02:22Z;54:47;00:01
2022-10-05T02:22Z;54:49;00:01
2022-10-05T02:22Z;54:50;00:01
2022-10-05T02:22Z;54:52;00:01
2022-10-05T02:22Z;54:54;00:01
2022-10-05T02:22Z;54:56;00:01
2022-10-05T02:22Z;54:58;00:01
2022-10-05T02:22Z;55:00;00:01
2022-10-05T02:22Z;55:02;00:01
2022-10-05T02:22Z;55:04;00:01
2022-10-05T02:23Z;55:06;00:01
2022-10-05T02:23Z;55:08;00:01
2022-10-05T02:23Z;55:10;00:01
2022-10-05T02:23Z;55:12;00:01
2022-10-05T02:23Z;55:14;00:02
2022-10-05T02:23Z;55:16;00:01
2022-10-05T02:23Z;55:19;00:01
2022-10-05T02:23Z;55:20;00:01
2022-10-05T02:23Z;55:23;00:01
2022-10-05T02:23Z;55:25;00:02
2022-10-05T02:23Z;55:27;00:01
2022-10-05T02:23Z;55:29;00:01
2022-10-05T02:23Z;55:31;00:01
2022-10-05T02:23Z;55:33;00:01
2022-10-05T02:23Z;55:35;00:01
2022-10-05T02:23Z;55:36;00:01
2022-10-05T02:23Z;55:38;00:01
2022-10-05T02:23Z;55:40;00:01
2022-10-05T02:23Z;55:42;00:01
2022-10-05T02:23Z;55:44;00:01
2022-10-05T02:23Z;55:46;00:01
2022-10-05T02:23Z;55:48;00:01
2022-10-05T02:23Z;55:50;00:01
2022-10-05T02:23Z;55:52;00:01
2022-10-05T02:23Z;55:54;00:01
2022-10-05T02:23Z;55:56;00:01
2022-10-05T02:23Z;55:58;00:01
2022-10-05T02:23Z;56:00;00:01
2022-10-05T02:23Z;56:02;00:01
2022-10-05T02:23Z;56:03;00:01
2022-10-05T02:24Z;56:05;00:01
2022-10-05T02:24Z;56:07;00:01
2022-10-05T02:24Z;56:09;00:01
2022-10-05T02:24Z;56:11;00:01
2022-10-05T02:24Z;56:13;00:01
2022-10-05T02:24Z;56:15;00:01
2022-10-05T02:24Z;56:17;00:01
2022-10-05T02:24Z;56:19;00:01
2022-10-05T02:24Z;56:21;00:01
2022-10-05T02:24Z;56:23;00:01
2022-10-05T02:24Z;56:25;00:01
2022-10-05T02:24Z;56:27;00:01
2022-10-05T02:24Z;56:29;00:01
2022-10-05T02:24Z;56:31;00:01
2022-10-05T02:24Z;56:33;00:01
2022-10-05T02:24Z;56:34;00:01
2022-10-05T02:24Z;56:36;00:01
2022-10-05T02:24Z;56:38;00:01
2022-10-05T02:24Z;56:40;00:01
2022-10-05T02:24Z;56:42;00:01
2022-10-05T02:24Z;56:44;00:01
2022-10-05T02:24Z;56:46;00:01
2022-10-05T02:24Z;56:48;00:01
2022-10-05T02:24Z;56:49;00:01
2022-10-05T02:24Z;56:51;00:01
2022-10-05T02:24Z;56:53;00:01
2022-10-05T02:24Z;56:55;00:01
2022-10-05T02:24Z;56:57;00:01
2022-10-05T02:24Z;56:59;00:01
2022-10-05T02:24Z;57:01;00:01
2022-10-05T02:24Z;57:03;00:01
2022-10-05T02:25Z;57:05;00:01
2022-10-05T02:25Z;57:06;00:01
2022-10-05T02:25Z;57:08;00:01
2022-10-05T02:25Z;57:10;00:01
2022-10-05T02:25Z;57:12;00:01
2022-10-05T02:25Z;57:14;00:01
2022-10-05T02:25Z;57:16;00:01
2022-10-05T02:25Z;57:19;00:02
2022-10-05T02:25Z;57:21;00:01
2022-10-05T02:25Z;57:23;00:01
2022-10-05T02:25Z;57:25;00:01
2022-10-05T02:25Z;57:27;00:02
2022-10-05T02:25Z;57:29;00:01
2022-10-05T02:25Z;57:31;00:01
2022-10-05T02:25Z;57:33;00:01
2022-10-05T02:25Z;57:35;00:01
2022-10-05T02:25Z;57:37;00:01
2022-10-05T02:25Z;57:39;00:01
2022-10-05T02:25Z;57:41;00:01
2022-10-05T02:25Z;57:42;00:01
2022-10-05T02:25Z;57:44;00:01
2022-10-05T02:25Z;57:46;00:01
2022-10-05T02:25Z;57:48;00:01
2022-10-05T02:25Z;57:50;00:01
2022-10-05T02:25Z;57:52;00:01
2022-10-05T02:25Z;57:54;00:01
2022-10-05T02:25Z;57:56;00:01
2022-10-05T02:25Z;57:57;00:01
2022-10-05T02:25Z;57:59;00:01
2022-10-05T02:25Z;58:01;00:01
2022-10-05T02:25Z;58:03;00:01
2022-10-05T02:26Z;58:05;00:01
2022-10-05T02:26Z;58:07;00:01
2022-10-05T02:26Z;58:09;00:01
2022-10-05T02:26Z;58:11;00:01
2022-10-05T02:26Z;58:13;00:01
2022-10-05T02:26Z;58:15;00:01
2022-10-05T02:26Z;58:16;00:01
2022-10-05T02:26Z;58:18;00:01
2022-10-05T02:26Z;58:21;00:02
2022-10-05T02:26Z;58:22;00:01
2022-10-05T02:26Z;58:24;00:01
2022-10-05T02:26Z;58:26;00:01
2022-10-05T02:26Z;58:28;00:01
2022-10-05T02:26Z;58:30;00:01
2022-10-05T02:26Z;58:32;00:01
2022-10-05T02:26Z;58:34;00:01
2022-10-05T02:26Z;58:36;00:01
2022-10-05T02:26Z;58:38;00:01
2022-10-05T02:26Z;58:39;00:01
2022-10-05T02:26Z;58:41;00:01
2022-10-05T02:26Z;58:43;00:01
2022-10-05T02:26Z;58:45;00:01
2022-10-05T02:26Z;58:47;00:01
2022-10-05T02:26Z;58:49;00:01
2022-10-05T02:26Z;58:51;00:01
2022-10-05T02:26Z;58:53;00:01
2022-10-05T02:26Z;58:55;00:01
2022-10-05T02:26Z;58:57;00:01
2022-10-05T02:26Z;58:58;00:01
2022-10-05T02:26Z;59:00;00:01
2022-10-05T02:26Z;59:02;00:02
2022-10-05T02:27Z;59:05;00:01
2022-10-05T02:27Z;59:07;00:01
2022-10-05T02:27Z;59:08;00:01
2022-10-05T02:27Z;59:10;00:01
2022-10-05T02:27Z;59:12;00:01
2022-10-05T02:27Z;59:14;00:01
2022-10-05T02:27Z;59:16;00:01
2022-10-05T02:27Z;59:18;00:01
2022-10-05T02:27Z;59:20;00:01
2022-10-05T02:27Z;59:22;00:01
2022-10-05T02:27Z;59:24;00:01
2022-10-05T02:27Z;59:25;00:01
2022-10-05T02:27Z;59:27;00:01
2022-10-05T02:27Z;59:29;00:01
2022-10-05T02:27Z;59:31;00:01
2022-10-05T02:27Z;59:33;00:01
2022-10-05T02:27Z;59:35;00:01
2022-10-05T02:27Z;59:37;00:01
2022-10-05T02:27Z;59:39;00:01
2022-10-05T02:27Z;59:40;00:01
2022-10-05T02:27Z;59:42;00:01
2022-10-05T02:27Z;59:44;00:01
2022-10-05T02:27Z;59:46;00:01
2022-10-05T02:27Z;59:48;00:01
2022-10-05T02:27Z;59:50;00:01
2022-10-05T02:27Z;59:52;00:01
2022-10-05T02:27Z;59:53;00:01
2022-10-05T02:27Z;59:55;00:01
2022-10-05T02:27Z;59:57;00:01
2022-10-05T02:27Z;59:59;00:01
2022-10-05T02:27Z;60:01;00:01
2022-10-05T02:27Z;60:03;00:01
2022-10-05T02:28Z;60:05;00:01
2022-10-05T02:28Z;60:07;00:02
2022-10-05T02:28Z;60:09;00:01
2022-10-05T02:28Z;60:11;00:01
2022-10-05T02:28Z;60:13;00:01
2022-10-05T02:28Z;60:15;00:01
2022-10-05T02:28Z;60:17;00:01
2022-10-05T02:28Z;60:19;00:01
2022-10-05T02:28Z;60:21;00:01
2022-10-05T02:28Z;60:23;00:01
2022-10-05T02:28Z;60:25;00:01
2022-10-05T02:28Z;60:27;00:01
2022-10-05T02:28Z;60:29;00:01
2022-10-05T02:28Z;60:31;00:01
2022-10-05T02:28Z;60:33;00:01
2022-10-05T02:28Z;60:35;00:01
2022-10-05T02:28Z;60:37;00:01
2022-10-05T02:28Z;60:39;00:01
2022-10-05T02:28Z;60:41;00:01
2022-10-05T02:28Z;60:43;00:01
2022-10-05T02:28Z;60:45;00:01
2022-10-05T02:28Z;60:47;00:01
2022-10-05T02:28Z;60:48;00:01
2022-10-05T02:28Z;60:50;00:01
2022-10-05T02:28Z;60:52;00:01
2022-10-05T02:28Z;60:54;00:01
2022-10-05T02:28Z;60:56;00:01
2022-10-05T02:28Z;60:58;00:01
2022-10-05T02:28Z;61:00;00:01
2022-10-05T02:28Z;61:02;00:01
2022-10-05T02:28Z;61:04;00:01
2022-10-05T02:29Z;61:06;00:01
2022-10-05T02:29Z;61:08;00:01
2022-10-05T02:29Z;61:10;00:01
2022-10-05T02:29Z;61:11;00:01
2022-10-05T02:29Z;61:14;00:02
2022-10-05T02:29Z;61:16;00:01
2022-10-05T02:29Z;61:18;00:01
2022-10-05T02:29Z;61:20;00:01
2022-10-05T02:29Z;61:22;00:01
2022-10-05T02:29Z;61:24;00:01
2022-10-05T02:29Z;61:26;00:01
2022-10-05T02:29Z;61:27;00:01
2022-10-05T02:29Z;61:29;00:01
2022-10-05T02:29Z;61:31;00:01
2022-10-05T02:29Z;61:33;00:01
2022-10-05T02:29Z;61:35;00:01
2022-10-05T02:29Z;61:37;00:01
2022-10-05T02:29Z;61:39;00:01
2022-10-05T02:29Z;61:41;00:01
2022-10-05T02:29Z;61:43;00:01
2022-10-05T02:29Z;61:45;00:01
2022-10-05T02:29Z;61:46;00:01
2022-10-05T02:29Z;61:48;00:01
2022-10-05T02:29Z;61:50;00:01
2022-10-05T02:29Z;61:52;00:01
2022-10-05T02:29Z;61:54;00:01
2022-10-05T02:29Z;61:56;00:01
2022-10-05T02:29Z;61:58;00:01
2022-10-05T02:29Z;62:00;00:01
2022-10-05T02:29Z;62:02;00:01
2022-10-05T02:29Z;62:03;00:01
2022-10-05T02:30Z;62:05;00:01
2022-10-05T02:30Z;62:07;00:01
2022-10-05T02:30Z;62:09;00:01
2022-10-05T02:30Z;62:11;00:01
2022-10-05T02:30Z;62:13;00:01
2022-10-05T02:30Z;62:15;00:01
2022-10-05T02:30Z;62:17;00:01
2022-10-05T02:30Z;62:18;00:01
2022-10-05T02:30Z;62:20;00:01
2022-10-05T02:30Z;62:22;00:01
2022-10-05T02:30Z;62:24;00:01
2022-10-05T02:30Z;62:26;00:01
2022-10-05T02:30Z;62:28;00:01
2022-10-05T02:30Z;62:30;00:01
2022-10-05T02:30Z;62:32;00:01
2022-10-05T02:30Z;62:34;00:01
2022-10-05T02:30Z;62:36;00:01
2022-10-05T02:30Z;62:38;00:01
2022-10-05T02:30Z;62:39;00:01
2022-10-05T02:30Z;62:41;00:01
2022-10-05T02:30Z;62:43;00:01
2022-10-05T02:30Z;62:45;00:01
2022-10-05T02:30Z;62:47;00:01
2022-10-05T02:30Z;62:49;00:01
2022-10-05T02:30Z;62:51;00:01
2022-10-05T02:30Z;62:53;00:01
2022-10-05T02:30Z;62:54;00:01
2022-10-05T02:30Z;62:56;00:01
2022-10-05T02:30Z;62:58;00:01
2022-10-05T02:30Z;63:00;00:01
